,Iterative,Binet,Strassen,AlphaStrassen,AlphaBinet,IterativeForBinet
2,64.0,64.0,49.0,49.0,3528.0,5120.0
3,512.0,512.0,343.0,343.0,28224.0,40960.0
4,4096.0,4096.0,2401.0,2401.0,225792.0,327680.0
5,32768.0,32768.0,16807.0,16807.0,1806336.0,2621440.0
6,262144.0,262144.0,117649.0,117649.0,,
7,2097152.0,2097152.0,823543.0,823543.0,,
8,16777216.0,16777216.0,5764801.0,5764801.0,,
9,134217728.0,134217728.0,40353607.0,40353607.0,,
